X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
-6.704644982179845,-6.719398121165267,-6.73415126015069,-6.748904399136113,-6.763657538121535,-6.778410677106958,-6.793163816092381,-6.807916955077804,-6.822670094063226,-6.837423233048649
-6.6244755601739,-6.638985305951572,-6.653495051729245,-6.668004797506918,-6.682514543284591,-6.697024289062264,-6.711534034839937,-6.726043780617609,-6.740553526395282,-6.755063272172955
-6.533181624989218,-6.547787650223534,-6.562393675457852,-6.576999700692169,-6.591605725926486,-6.606211751160803,-6.62081777639512,-6.635423801629438,-6.650029826863754,-6.664635852098072
-6.432802447644894,-6.4468633476505355,-6.460924247656177,-6.474985147661818,-6.489046047667459,-6.503106947673101,-6.517167847678742,-6.531228747684383,-6.545289647690025,-6.559350547695665
-6.343037752931339,-6.35709446283799,-6.371151172744641,-6.385207882651292,-6.399264592557943,-6.413321302464593,-6.427378012371244,-6.4414347222778945,-6.455491432184545,-6.469548142091196
-6.239223497524704,-6.252963396350575,-6.2667032951764465,-6.280443194002317,-6.294183092828189,-6.307922991654061,-6.3216628904799315,-6.335402789305803,-6.349142688131675,-6.362882586957546
-6.1436661419704315,-6.157154186293559,-6.170642230616685,-6.184130274939812,-6.197618319262939,-6.211106363586066,-6.224594407909192,-6.2380824522323195,-6.251570496555447,-6.265058540878574
-6.057439724430448,-6.071018840447724,-6.084597956465,-6.098177072482277,-6.111756188499553,-6.125335304516828,-6.138914420534105,-6.152493536551381,-6.166072652568657,-6.179651768585933
-5.968312734281402,-5.98190200972078,-5.995491285160158,-6.009080560599536,-6.022669836038914,-6.036259111478292,-6.04984838691767,-6.063437662357048,-6.077026937796426,-6.090616213235804
-5.882818145770827,-5.896413808994422,-5.910009472218017,-5.923605135441612,-5.937200798665208,-5.950796461888802,-5.964392125112398,-5.977987788335993,-5.991583451559588,-6.005179114783183
-5.7927453983867885,-5.806369737586805,-5.819994076786823,-5.833618415986839,-5.847242755186857,-5.860867094386873,-5.874491433586891,-5.888115772786907,-5.901740111986925,-5.915364451186941
-5.709131341560158,-5.7226528101207395,-5.73617427868132,-5.749695747241901,-5.763217215802482,-5.776738684363062,-5.7902601529236435,-5.803781621484224,-5.817303090044805,-5.830824558605386
-5.637601385271018,-5.65165496853307,-5.665708551795124,-5.679762135057176,-5.69381571831923,-5.707869301581282,-5.721922884843336,-5.735976468105389,-5.750030051367442,-5.764083634629495
-5.562806365879528,-5.576846979303895,-5.590887592728261,-5.6049282061526275,-5.618968819576994,-5.63300943300136,-5.6470500464257265,-5.6610906598500925,-5.675131273274459,-5.6891718866988255
-5.496252225921652,-5.510639744984739,-5.525027264047827,-5.539414783110914,-5.5538023021740015,-5.568189821237088,-5.582577340300176,-5.596964859363263,-5.611352378426351,-5.625739897489438
-5.428397984884243,-5.442975176516678,-5.457552368149113,-5.472129559781548,-5.4867067514139825,-5.501283943046418,-5.515861134678852,-5.5304383263112875,-5.545015517943722,-5.559592709576157
-5.364714476858622,-5.379717115531462,-5.394719754204303,-5.409722392877144,-5.4247250315499835,-5.439727670222824,-5.454730308895665,-5.469732947568506,-5.484735586241346,-5.499738224914187
-5.284697417727639,-5.299526266866409,-5.31435511600518,-5.32918396514395,-5.344012814282721,-5.358841663421491,-5.3736705125602615,-5.388499361699032,-5.4033282108378025,-5.418157059976573
-5.229494699639612,-5.244829993402553,-5.260165287165495,-5.275500580928436,-5.2908358746913775,-5.306171168454319,-5.32150646221726,-5.336841755980202,-5.352177049743143,-5.3675123435060845
-5.155272004227214,-5.170678278609272,-5.186084552991329,-5.201490827373387,-5.216897101755444,-5.232303376137502,-5.2477096505195595,-5.263115924901617,-5.278522199283675,-5.293928473665732
-5.09688453615785,-5.112682101937366,-5.1284796677168805,-5.144277233496395,-5.16007479927591,-5.175872365055426,-5.191669930834941,-5.207467496614456,-5.2232650623939705,-5.239062628173486
-5.0220075328016485,-5.037885162429557,-5.053762792057465,-5.0696404216853725,-5.085518051313281,-5.101395680941189,-5.117273310569097,-5.133150940197005,-5.149028569824913,-5.164906199452821
-4.946467294080185,-4.9624337034043675,-4.97840011272855,-4.994366522052731,-5.010332931376913,-5.026299340701096,-5.042265750025278,-5.05823215934946,-5.074198568673642,-5.090164977997824
